course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
REL-4481,Selected Topics in Religion,1,"Topics are chosen from some area within the field of Religious Studies. Content may include methodological issues in the study of religion, specific themes or major texts/figures within one or more religious traditions of the world. Emphasis is placed on primary sources, both textual and visual. This course is also suitable for independent study and research under the direction of the instructor. May be repeated for credit when content differs. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,1
REL-4482,Selected Topics in Religion,2,"Topics are chosen from some area within the field of Religious Studies. Content may include methodological issues in the study of religion, specific themes, or major texts/figures within one or more religious traditions of the world. Emphasis is placed on primary sources both textual and visual. This course is also suitable for independent study and research under the direction of the instructor. May be repeated for credit when content differs. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,1
REL-4483,Selected Topics in Religion,3,"Topics are chosen from some area within the field of Religious Studies. Content may include methodological issues in the study of religion, specific themes, or major texts/figures within one or more religious traditions of the world. Emphasis is placed on primary sources, both textual and visual. This course is also suitable for independent study and research under the direction of the instructor. May be repeated for credit when content differs. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,1
BBL-1013,Old Testament Survey,3,A brief introduction to the history and message of the Old Testament. A general survey of the overall content of each book and certain significant themes stressing relevance to Christian living.,None,"Main Campus, Fall and Spring, Each Year, Online, Fall A, Spring A, Summer A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, Crossing Christian School, McKinney Christian Academy, Harvest Christian Academy",0,1
BBL-1023,New Testament Survey,3,"An introduction to the history and message of the New Testament. The class provides an academic overview of each book, its context and significant themes, with challenges and applications to Christian faith and discipleship.",None,"Main Campus, Fall and Spring, Each Year, Online, Fall B, Spring B, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, McKinney Christian Academy, Harvest Christian Academy",0,1
BBL-1083,Hon: Old Testament Survey,3,"A comprehensive introduction to the study of the Old Testament. The course introduces the student to the history and theology of the Old Testament, basic hermeneutical issues and book content, as well as relevant application to faith and life.",Admission to Honors Program or Honors Committee approval - Must be completed prior to taking this course.,"Fall Semester, Each Year",Main Campus,1,1
BBL-1093,Hon: New Testament Survey,3,"A comprehensive introduction to the history and message of the New Testament. The class provides an academic overview of the canonical history and reliability of the New Testament documents as well as the historical and cultural background, major themes, and issues for each book including the challenges and applications to Christian faith and discipleship.",Admission to Honors Program or Honors Committee approval - Must be completed prior to taking this course.,"Spring Semester, Each Year",Main Campus,1,1
BBL-2013,Essntls Evangelical Theology,3,Essentials of Evangelical Theology challenges students to examine and explore together Christianity's essential doctrines by introducing them to theology's historical context and helping them practice theology as a life-long response to God's call to live for Christ.,"BBL 1013 or BBL 1083, and BBL 1023 or BBL 1093 - Must be completed prior to taking this course.","Main Campus, Fall and Spring, Each Year, Online, Fall A, Spring A, Summer A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, Lakeside Manor",0,1
BBL-2022,Essntls Christian Formation,2,Essentials of Christian Formation challenges students to embody their faith while assessing God's call to live for Christ through assignments designed to develop lifelong Christian spiritual practices and habits that help them to love God and others.,"BBL 1013 or BBL 1083, and BBL 1023 or BBL 1093 - Must be completed prior to taking this course.","Main Campus, Fall and Spring, Each Year, Online, Fall B, Spring B, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
BBL-2083,Honors: Integrated Theology I,3,"A six-hour course sequence studying the development of Christian faith and practice from the early Christian centuries down to the present. The course will be historical, in that the faith and practice of the Christian tradition will be studied in specific cultural and historical contexts and will also be theological, tracing the development of ideas and how they play themselves out in the practice of Christian faith. In addition, the course will present a brief survey of Islamic faith and practice under the assumption that Christian faith and practice is best understood when it is seen in the light of competing alternatives. At critical points throughout the study, similarities and differences in how a specifically Christian approach to theology and practice will be discussed in light of the theology and practice of Islam. The focus of the course is on primary sources.",Admission to Honors Program or Honors Committee approval; junior standing; either BBL 1013 or BBL 108; either BBL 1023 or BBL 1093; and either EGL 1023 or EGL 1093 - Must be completed prior to taking this course.,"Fall Semester, Odd Year",Main Campus,1,1
