course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
MUS-3992,Applied Piano,2,A one-hour or two half-hour private lessons per week. Minimum amount of daily practice to be determined by instructor. May be repeated each semester of upper-division study. An additional fee may be associated with this course.,"MUS 1992 and Pass Upper Division Applied Admittance Exam - Must be completed prior to taking this course., MUS 3990 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-4000,Standard Exam,0,Not available for enrollment.,None,"","",0,0
MUS-4100,Cago Exam,0,Cago Exam completed; not available for enrollment,None,"","",0,0
MUS-4123,Counterpoint,3,Exercises in analysis and writing of two- and three-part counterpoint in 18th century style.,MUS 2113 or MUS 3433 - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MUS-4191,Senior Capstone Prep,1,"Course designed to provide faculty mentoring for students enrolled in MUS 4900 Senior Recital, MUS 4910 Senior Presentation, or MUS 4920 Senior Multimedia Presentation. An additional fee may be associated with this course.",MUS 4910 or MUS 4920 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-4193,Hon Capstone in Music,3,"",None,"",Main Campus,1,0
MUS-4261,Piano Pedagogy,1,"An overview of pedagogical trends, historical practices, methods, and contemporary issues in piano teaching.",None,"Spring Semester, Odd Year",Main Campus,0,0
MUS-4262,Piano Literature,2,A chronological survey of keyboard and piano literature from the 18th century to the present.,None,Upon Sufficient Request,Main Campus,0,0
MUS-4281,Vocal Literature,1,A survey of vocal song literature and analysis and comparison of styles of representative works.,MUS 3213 - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MUS-4381,Voice Science/Pedagogy,1,"An introduction to the process of singing through the study of voice science (anatomy, physiology, acoustics, vocal health, and dysfunction) and through survey and application of historic and contemporary pedagogical practices.",None,"Spring Semester, Odd Year",Main Campus,0,0
MUS-4490,Selected Topics,0,Study of a topic such as Twentieth Century Styles or Composition. May be repeated.,None,Upon Sufficient Request,"Main Campus, Off-Campus",0,0
MUS-4491,Selected Topics,1,Study of a topic such as Twentieth Century Styles or Composition. May be repeated for credit when content differs. A one-hour private lesson fee is charged per credit hour.,None,Upon Sufficient Request,"Main Campus, Off-Campus",0,0
MUS-4492,Selected Topics,2,Study of a topic such as Twentieth Century Styles or Composition. May be repeated for credit when content differs. A one-hour private lesson fee is charged per credit hour.,None,Upon Sufficient Request,Main Campus,0,0
MUS-4493,Selected Topics,3,Study of a topic such as Twentieth Century Styles or Composition. May be repeated for credit when content differs. A one-hour private lesson fee is charged per credit hour.,None,Upon Sufficient Request,"Main Campus, Off-Campus",0,0
MUS-4560,Internship Music/Theatre,0,"Supervised learning involving field experience in an environment related to degree emphasis. Required of all Performing Arts, BA and Integrated Music Studies, BA majors. Internship must be approved by major advisor prior to start.",None,"Summer, Each Year",Main Campus,0,0
MUS-4563,Audio Technology,3,"An in-depth study of various aspects of live sound engineering, building upon all knowledge gained in Production Technology. An introduction to studio recording, exploring the differences between live and studio engineering. A basic exploration of ProTools12 and Logic Pro. An additional fee may be associated with this course.",MUS 3562 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Even Year",Main Campus,0,0
MUS-4583,Pub School Music Mthds,3,"Contemporary methodology for teaching music in elementary, middle, and senior high schools, including philosophy of music education, psychology of music learning, curriculum development, classroom management, and evaluation. Also includes study of Kodaly, Orff, and Dalcroae methodologies. Field experiences and/or observations are required.",MUS 1162 and MUS 2113 or MUS 3433 - Must be completed prior to taking this course.,"Fall Semester, Even Year",Main Campus,0,0
MUS-4783,Studio Recording Techniques,3,"This course is designed to cover the science and techniques of studio audio recording across a variety of applications. Students will get hands-on experience with microphones, audio consoles, and outboard gear to master the professional capture of audio content from both a creative and technical angle. An additional fee may be associated with this course.",MUS 4563 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Odd Year",Main Campus,0,0
MUS-4893,Mixing and Mastering,3,"This course covers the tools and processes of audio post-production in the modern music industry. Students will study a history of mixing and mastering, up to modern technique. Through critical listening exercises and hands on production work, students will develop their techniques for editing, mixing, and mastering audio for professional release. An additional fee may be associated with this course.",MUS 4783 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Even Year",Main Campus,0,0
MUS-4900,Senior Recital,0,Presentation of a recital during the academic year preceding graduation. Must be enrolled in applied lessons in the area of performance during the semester of the recital. The student must write program notes and present them prior to the hearing for approval by the applied teacher (and/or other members of the department at the discretion of the applied teacher). The first draft of the program notes should be presented in full to the applied professor two weeks before the scheduled hearing. The hearing must be held at least two weeks before the scheduled performance. An additional fee may be associated with this course.,MUS 4191 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
